28,8,2015,Slava Dejo u 19h
12,9,2015,Djevojacko vece
29,8,2015,Sastanak BILD poslijepodne
26,9,2015,Svadba - Jelena i Vanja
28,8,2015,Komisija za izbor nastavnika fizike u 9h
23,10,2015,Mom's birthday!
25,7,2015,Odmor
1,9,2015,Pocetak skolske 2015./2016.
30,10,2015,Sajam knjiga
5,10,2015,End off the Calendar
